Name,Sex,Accuracy,Samples,Topic,Year,Month,Covid,Server
Guangying,male,80,5,Mathematics,2017,April,,Arxiv
Philip,male,99,21773,Mathematics,2017,April,,Arxiv
Jinlong,male,100,79,Mathematics,2017,April,,Arxiv
Xin,male,58,1659,Mathematics,2017,April,,Arxiv
Maxie,male,52,190,Mathematics,2017,April,,Arxiv
Katya,female,98,4198,Mathematics,2017,April,,Arxiv
Seyed,male,97,262,Mathematics,2017,April,,Arxiv
Ryan,male,99,64450,Mathematics,2017,April,,Arxiv
,,,,Mathematics,2017,April,,Arxiv
Chunmei,female,100,59,Mathematics,2017,April,,Arxiv
Wanchun,female,57,7,Mathematics,2017,April,,Arxiv
Mao,male,78,1538,Mathematics,2017,April,,Arxiv
Jang,male,63,1020,Mathematics,2017,April,,Arxiv
Yuting,female,79,159,Mathematics,2017,April,,Arxiv
Kwang-Wu,male,57,1919,Mathematics,2017,April,,Arxiv
Thomas,male,99,129177,Mathematics,2017,April,,Arxiv
Yunfeng,male,93,69,Mathematics,2017,April,,Arxiv
Pierre,male,99,64439,Mathematics,2017,April,,Arxiv
Michael,male,99,211741,Mathematics,2017,April,,Arxiv
Jingang,male,100,10,Mathematics,2017,April,,Arxiv
Wolfram,male,99,338,Mathematics,2017,April,,Arxiv
Ehsan,male,98,6259,Mathematics,2017,April,,Arxiv
Anthony,male,99,85303,Mathematics,2017,April,,Arxiv
Sven,male,99,19537,Mathematics,2017,April,,Arxiv
Nour,female,57,10235,Mathematics,2017,April,,Arxiv
Anthony,male,99,85303,Mathematics,2017,April,,Arxiv
Wojciech,male,100,8514,Mathematics,2017,April,,Arxiv
Baseilhac,female,75,4,Mathematics,2017,April,,Arxiv
Ludwig,male,98,2152,Mathematics,2017,April,,Arxiv
Ludwig,male,98,2152,Mathematics,2017,April,,Arxiv
Svenja,female,98,1874,Mathematics,2017,April,,Arxiv
Dein,male,83,90,Mathematics,2017,April,,Arxiv
Tej-Eddine,male,95,770,Mathematics,2017,April,,Arxiv
Salman,male,99,11445,Mathematics,2017,April,,Arxiv
Roberto,male,99,100721,Mathematics,2017,April,,Arxiv
R.,male,78,1085,Mathematics,2017,April,,Arxiv
Yong,male,87,2262,Mathematics,2017,April,,Arxiv
Fumiaki,male,100,73,Mathematics,2017,April,,Arxiv
Dong,male,87,2212,Mathematics,2017,April,,Arxiv
,,,,Mathematics,2017,April,,Arxiv
Marzieh,female,99,427,Mathematics,2017,April,,Arxiv
Steven,male,99,59951,Mathematics,2017,April,,Arxiv
Sándor,male,99,6090,Mathematics,2017,April,,Arxiv
Yasunori,male,99,126,Mathematics,2017,April,,Arxiv
Enea,male,93,888,Mathematics,2017,April,,Arxiv
Simon,male,98,57458,Mathematics,2017,April,,Arxiv
Chris,male,93,163699,Mathematics,2017,April,,Arxiv
J.,male,82,2236,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Jiafeng,male,88,16,Mathematics,2017,April,,Arxiv
Oliver,male,98,22853,Mathematics,2017,April,,Arxiv
Zahra,female,97,7191,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Ábel,male,96,51,Mathematics,2017,April,,Arxiv
Le,male,68,8970,Mathematics,2017,April,,Arxiv
Pengcheng,male,100,35,Mathematics,2017,April,,Arxiv
Arezoo,female,99,707,Mathematics,2017,April,,Arxiv
Arezoo,female,99,707,Mathematics,2017,April,,Arxiv
Günther,male,99,2504,Mathematics,2017,April,,Arxiv
Ulrik,male,99,378,Mathematics,2017,April,,Arxiv
Yamile,female,98,631,Mathematics,2017,April,,Arxiv
E.,male,64,609,Mathematics,2017,April,,Arxiv
Colton,male,100,1165,Mathematics,2017,April,,Arxiv
Aggeliki,female,96,523,Mathematics,2017,April,,Arxiv
Sean,male,99,37072,Mathematics,2017,April,,Arxiv
Robert,male,99,145540,Mathematics,2017,April,,Arxiv
Daniel,male,99,257742,Mathematics,2017,April,,Arxiv
Nikolaus,male,99,447,Mathematics,2017,April,,Arxiv
Pantelis,male,99,841,Mathematics,2017,April,,Arxiv
Dan,male,97,61524,Mathematics,2017,April,,Arxiv
Giuseppe,male,99,72416,Mathematics,2017,April,,Arxiv
Oleg,male,100,12219,Mathematics,2017,April,,Arxiv
Boldizsar,male,93,14,Mathematics,2017,April,,Arxiv
Gustavo,male,99,27768,Mathematics,2017,April,,Arxiv
Dmitri,male,99,1269,Mathematics,2017,April,,Arxiv
André,male,99,25357,Mathematics,2017,April,,Arxiv
Felipe,male,99,29541,Mathematics,2017,April,,Arxiv
Hokuto,male,91,32,Mathematics,2017,April,,Arxiv
Eviatar,male,95,21,Mathematics,2017,April,,Arxiv
Eric,male,99,121922,Mathematics,2017,April,,Arxiv
Geoffrey,male,99,11232,Mathematics,2017,April,,Arxiv
Tomasz,male,99,30500,Mathematics,2017,April,,Arxiv
Ilya,male,97,3968,Mathematics,2017,April,,Arxiv
Aaron,male,99,36714,Mathematics,2017,April,,Arxiv
Roger,male,99,34849,Mathematics,2017,April,,Arxiv
Komi,male,92,381,Mathematics,2017,April,,Arxiv
Gabriel,male,99,59297,Mathematics,2017,April,,Arxiv
Samah,female,92,2110,Mathematics,2017,April,,Arxiv
Luciano,male,99,25737,Mathematics,2017,April,,Arxiv
V.,male,67,354,Mathematics,2017,April,,Arxiv
Alexandr,male,99,6019,Mathematics,2017,April,,Arxiv
György,male,99,3054,Mathematics,2017,April,,Arxiv
Djordje,male,99,1197,Mathematics,2017,April,,Arxiv
Prashanth,male,100,3138,Mathematics,2017,April,,Arxiv
Farshad,male,98,1593,Mathematics,2017,April,,Arxiv
D.,male,73,1059,Mathematics,2017,April,,Arxiv
Hao,male,84,2105,Mathematics,2017,April,,Arxiv
Shiro,male,64,507,Mathematics,2017,April,,Arxiv
Daniel,male,99,257742,Mathematics,2017,April,,Arxiv
Benjamin,male,99,50718,Mathematics,2017,April,,Arxiv
Guangshi,male,100,8,Mathematics,2017,April,,Arxiv
Dongxi,male,100,3,Mathematics,2017,April,,Arxiv
Shirshendu,male,100,30,Mathematics,2017,April,,Arxiv
Cunxiang,male,75,4,Mathematics,2017,April,,Arxiv
Xiao-Wen,female,52,3757,Mathematics,2017,April,,Arxiv
Weige,male,100,9,Mathematics,2017,April,,Arxiv
Fumika,female,100,30,Mathematics,2017,April,,Arxiv
Yoshiki,male,98,293,Mathematics,2017,April,,Arxiv
Zhiyuan,male,94,77,Mathematics,2017,April,,Arxiv
Megumi,female,95,561,Mathematics,2017,April,,Arxiv
Benjamin,male,99,50718,Mathematics,2017,April,,Arxiv
Martin,male,98,139211,Mathematics,2017,April,,Arxiv
N.,male,59,555,Mathematics,2017,April,,Arxiv
Bicheng,unknown,50,2,Mathematics,2017,April,,Arxiv
Frank,male,99,66241,Mathematics,2017,April,,Arxiv
Paul-Emile,male,100,39,Mathematics,2017,April,,Arxiv
Kurt,male,99,11034,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Sun-Yung,male,66,6231,Mathematics,2017,April,,Arxiv
Judith,female,98,14121,Mathematics,2017,April,,Arxiv
Nimete,female,75,4,Mathematics,2017,April,,Arxiv
Ilya,male,97,3968,Mathematics,2017,April,,Arxiv
Ellen,female,99,12944,Mathematics,2017,April,,Arxiv
Xavier,male,99,27038,Mathematics,2017,April,,Arxiv
Arne,male,98,2733,Mathematics,2017,April,,Arxiv
Sören,male,100,1173,Mathematics,2017,April,,Arxiv
Bálint,male,97,1115,Mathematics,2017,April,,Arxiv
Julian,male,95,24021,Mathematics,2017,April,,Arxiv
Marie,female,97,110430,Mathematics,2017,April,,Arxiv
Nicolas,male,99,79977,Mathematics,2017,April,,Arxiv
Cong,male,92,975,Mathematics,2017,April,,Arxiv
Hongting,female,75,4,Mathematics,2017,April,,Arxiv
Stéphanie,female,97,17207,Mathematics,2017,April,,Arxiv
Jan,male,92,104026,Mathematics,2017,April,,Arxiv
Alpesh,male,100,975,Mathematics,2017,April,,Arxiv
Gautami,female,96,73,Mathematics,2017,April,,Arxiv
Rafael,male,99,52197,Mathematics,2017,April,,Arxiv
Tom,male,99,87429,Mathematics,2017,April,,Arxiv
Julien,male,98,72530,Mathematics,2017,April,,Arxiv
K.,male,61,1007,Mathematics,2017,April,,Arxiv
Diego,male,99,67382,Mathematics,2017,April,,Arxiv
Diego,male,99,67382,Mathematics,2017,April,,Arxiv
Diego,male,99,67382,Mathematics,2017,April,,Arxiv
Jeremy,male,99,45294,Mathematics,2017,April,,Arxiv
Sergey,male,100,16316,Mathematics,2017,April,,Arxiv
Ruggero,male,99,1029,Mathematics,2017,April,,Arxiv
Antoine,male,99,33499,Mathematics,2017,April,,Arxiv
Kostiantyn,male,100,61,Mathematics,2017,April,,Arxiv
O.,male,77,177,Mathematics,2017,April,,Arxiv
Andriy,male,99,1458,Mathematics,2017,April,,Arxiv
Dietrich,male,95,365,Mathematics,2017,April,,Arxiv
Davy,male,97,5118,Mathematics,2017,April,,Arxiv
Tiago,male,99,25033,Mathematics,2017,April,,Arxiv
Thomas,male,99,129177,Mathematics,2017,April,,Arxiv
Gunnar,male,100,7465,Mathematics,2017,April,,Arxiv
Erin,female,96,16296,Mathematics,2017,April,,Arxiv
Anja,female,98,11999,Mathematics,2017,April,,Arxiv
Hamdi,male,96,7550,Mathematics,2017,April,,Arxiv
Jeffrey,male,100,19324,Mathematics,2017,April,,Arxiv
Mohan,male,99,8229,Mathematics,2017,April,,Arxiv
Matija,male,96,822,Mathematics,2017,April,,Arxiv
Wim,male,99,5782,Mathematics,2017,April,,Arxiv
Brendt,male,100,12,Mathematics,2017,April,,Arxiv
Francesco,male,99,74458,Mathematics,2017,April,,Arxiv
Giovanni,male,99,71282,Mathematics,2017,April,,Arxiv
Hannah,female,99,20781,Mathematics,2017,April,,Arxiv
Ansgar,male,99,193,Mathematics,2017,April,,Arxiv
Kazuhiro,male,100,419,Mathematics,2017,April,,Arxiv
J.,male,82,2236,Mathematics,2017,April,,Arxiv
Daniel,male,99,257742,Mathematics,2017,April,,Arxiv
Adam,male,99,101742,Mathematics,2017,April,,Arxiv
Goncalo,male,99,564,Mathematics,2017,April,,Arxiv
James,male,99,131879,Mathematics,2017,April,,Arxiv
Inwon,male,100,9,Mathematics,2017,April,,Arxiv
Arman,male,98,5613,Mathematics,2017,April,,Arxiv
Rodrigo,male,99,36660,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Katrin,female,98,6642,Mathematics,2017,April,,Arxiv
Ali,male,94,240857,Mathematics,2017,April,,Arxiv
Mihai,male,98,7832,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Esmaeil,male,99,382,Mathematics,2017,April,,Arxiv
Anastasios,male,99,608,Mathematics,2017,April,,Arxiv
Andrea,female,54,161059,Mathematics,2017,April,,Arxiv
Juan,male,98,106011,Mathematics,2017,April,,Arxiv
Mikhail,male,100,4873,Mathematics,2017,April,,Arxiv
Lukáš,male,98,15795,Mathematics,2017,April,,Arxiv
James,male,99,131879,Mathematics,2017,April,,Arxiv
Lewis,male,99,7500,Mathematics,2017,April,,Arxiv
Iain,male,99,2910,Mathematics,2017,April,,Arxiv
Nour,female,57,10235,Mathematics,2017,April,,Arxiv
Luca,male,98,88492,Mathematics,2017,April,,Arxiv
Xudong,male,97,79,Mathematics,2017,April,,Arxiv
Hessam,male,99,347,Mathematics,2017,April,,Arxiv
Matilde,female,97,3124,Mathematics,2017,April,,Arxiv
Vera,female,98,21579,Mathematics,2017,April,,Arxiv
Xiusheng,male,75,4,Mathematics,2017,April,,Arxiv
Andrea,female,54,161059,Mathematics,2017,April,,Arxiv
Mutsuo,male,100,6,Mathematics,2017,April,,Arxiv
Zhulin,female,71,7,Mathematics,2017,April,,Arxiv
Shin,male,79,2192,Mathematics,2017,April,,Arxiv
Timothy,male,99,15778,Mathematics,2017,April,,Arxiv
Minoru,male,98,389,Mathematics,2017,April,,Arxiv
Eemeli,male,97,78,Mathematics,2017,April,,Arxiv
Iain,male,99,2910,Mathematics,2017,April,,Arxiv
Alexander,male,99,56237,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Dominik,male,98,21763,Mathematics,2017,April,,Arxiv
Xiaofang,female,92,49,Mathematics,2017,April,,Arxiv
Shuai,male,87,255,Mathematics,2017,April,,Arxiv
Ronny,male,98,11469,Mathematics,2017,April,,Arxiv
Hela,female,97,1215,Mathematics,2017,April,,Arxiv
Guy,male,98,20859,Mathematics,2017,April,,Arxiv
Alberto,male,99,73988,Mathematics,2017,April,,Arxiv
Alexander,male,99,56237,Mathematics,2017,April,,Arxiv
Matthew,male,100,51412,Mathematics,2017,April,,Arxiv
G.,male,76,810,Mathematics,2017,April,,Arxiv
Christof,male,99,1226,Mathematics,2017,April,,Arxiv
Mokdad,male,92,96,Mathematics,2017,April,,Arxiv
Plinio,male,100,389,Mathematics,2017,April,,Arxiv
Galia,female,97,507,Mathematics,2017,April,,Arxiv
Kostadinka,female,77,22,Mathematics,2017,April,,Arxiv
Jing,female,75,2534,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Amirhossein,male,99,745,Mathematics,2017,April,,Arxiv
Lubomira,female,99,169,Mathematics,2017,April,,Arxiv
Reza,male,97,17936,Mathematics,2017,April,,Arxiv
Clemens,male,99,1082,Mathematics,2017,April,,Arxiv
Minoru,male,98,389,Mathematics,2017,April,,Arxiv
Dominic,male,98,9763,Mathematics,2017,April,,Arxiv
Eduardo,male,99,50597,Mathematics,2017,April,,Arxiv
Frederik,male,98,2443,Mathematics,2017,April,,Arxiv
Dina,female,96,13925,Mathematics,2017,April,,Arxiv
Giuseppe,male,99,72416,Mathematics,2017,April,,Arxiv
Terrence,male,99,1876,Mathematics,2017,April,,Arxiv
Sheng,male,74,646,Mathematics,2017,April,,Arxiv
Sergey,male,100,16316,Mathematics,2017,April,,Arxiv
Jon,male,99,32478,Mathematics,2017,April,,Arxiv
Jakob,male,100,7341,Mathematics,2017,April,,Arxiv
S.,male,64,1577,Mathematics,2017,April,,Arxiv
,,,,Mathematics,2017,April,,Arxiv
Juergen,male,99,1593,Mathematics,2017,April,,Arxiv
Ali,male,94,240857,Mathematics,2017,April,,Arxiv
Saba,female,80,3433,Mathematics,2017,April,,Arxiv
Alessandro,male,99,79631,Mathematics,2017,April,,Arxiv
Jan,male,92,104026,Mathematics,2017,April,,Arxiv
Markus,male,99,30782,Mathematics,2017,April,,Arxiv
Shan,male,73,4252,Mathematics,2017,April,,Arxiv
Olivier,male,99,50237,Mathematics,2017,April,,Arxiv
Ilya,male,97,3968,Mathematics,2017,April,,Arxiv
C.,male,59,943,Mathematics,2017,April,,Arxiv
Bilge,female,86,1927,Mathematics,2017,April,,Arxiv
Erick,male,99,15004,Mathematics,2017,April,,Arxiv
Julia,female,97,57688,Mathematics,2017,April,,Arxiv
Yangqin,female,75,4,Mathematics,2017,April,,Arxiv
J.,male,82,2236,Mathematics,2017,April,,Arxiv
Martin,male,98,139211,Mathematics,2017,April,,Arxiv
Yong,male,87,2262,Mathematics,2017,April,,Arxiv
Soham,male,99,854,Mathematics,2017,April,,Arxiv
Tsukasa,male,85,164,Mathematics,2017,April,,Arxiv
Manuel,male,99,96874,Mathematics,2017,April,,Arxiv
Zlatko,male,99,1364,Mathematics,2017,April,,Arxiv
Renee,female,95,8819,Mathematics,2017,April,,Arxiv
Francesc,male,98,1852,Mathematics,2017,April,,Arxiv
Philip,male,99,21773,Mathematics,2017,April,,Arxiv
Demi,female,81,2153,Mathematics,2017,April,,Arxiv
Vincent,male,99,58501,Mathematics,2017,April,,Arxiv
Yi,male,61,1397,Mathematics,2017,April,,Arxiv
Ken,male,98,28348,Mathematics,2017,April,,Arxiv
Kirill,male,100,3913,Mathematics,2017,April,,Arxiv
Mohamed,male,98,173033,Mathematics,2017,April,,Arxiv
Kathryn,female,99,6915,Mathematics,2017,April,,Arxiv
Philippe,male,99,57297,Mathematics,2017,April,,Arxiv
Elliot,male,100,9939,Mathematics,2017,April,,Arxiv
Harpreet,male,74,1927,Mathematics,2017,April,,Arxiv
H.,male,73,623,Mathematics,2017,April,,Arxiv
Maria,female,97,245074,Mathematics,2017,April,,Arxiv
Jamal,male,98,31861,Mathematics,2017,April,,Arxiv
Silvana,female,98,10014,Mathematics,2017,April,,Arxiv
Fabio,male,99,72039,Mathematics,2017,April,,Arxiv
Fabio,male,99,72039,Mathematics,2017,April,,Arxiv
Florent,male,98,11842,Mathematics,2017,April,,Arxiv
Sergey,male,100,16316,Mathematics,2017,April,,Arxiv
Fabio,male,99,72039,Mathematics,2017,April,,Arxiv
Daniele,male,87,46369,Mathematics,2017,April,,Arxiv
Pierre,male,99,64439,Mathematics,2017,April,,Arxiv
M.,male,73,3216,Mathematics,2017,April,,Arxiv
Vladimir,male,99,21639,Mathematics,2017,April,,Arxiv
Miodrag,male,99,876,Mathematics,2017,April,,Arxiv
Alessia,female,98,21961,Mathematics,2017,April,,Arxiv
Asuman,female,94,1220,Mathematics,2017,April,,Arxiv
Oscar,male,99,48539,Mathematics,2017,April,,Arxiv
Yong-Liang,male,85,3549,Mathematics,2017,April,,Arxiv
Roger,male,99,34849,Mathematics,2017,April,,Arxiv
Felipe,male,99,29541,Mathematics,2017,April,,Arxiv
Zhenguo,male,100,11,Mathematics,2017,April,,Arxiv
Somchai,male,98,998,Mathematics,2017,April,,Arxiv
Shiri,female,80,155,Mathematics,2017,April,,Arxiv
Yashar,male,98,798,Mathematics,2017,April,,Arxiv
Brandon,male,100,29118,Mathematics,2017,April,,Arxiv
Dmitry,male,100,8556,Mathematics,2017,April,,Arxiv
Antonio,male,99,180825,Mathematics,2017,April,,Arxiv
Stefano,male,99,56062,Mathematics,2017,April,,Arxiv
Stefano,male,99,56062,Mathematics,2017,April,,Arxiv
Jincheng,male,97,29,Mathematics,2017,April,,Arxiv
Koji,male,98,1020,Mathematics,2017,April,,Arxiv
Nikolaos,male,99,926,Mathematics,2017,April,,Arxiv
I.,male,52,229,Mathematics,2017,April,,Arxiv
Xiaowen,female,67,67,Mathematics,2017,April,,Arxiv
Fikret,male,96,5823,Mathematics,2017,April,,Arxiv
Jerzy,male,99,4981,Mathematics,2017,April,,Arxiv
Yiwei,male,76,144,Mathematics,2017,April,,Arxiv
Hamzeh,male,99,594,Mathematics,2017,April,,Arxiv
Raphael,male,99,22692,Mathematics,2017,April,,Arxiv
Cong,male,92,975,Mathematics,2017,April,,Arxiv
Volker,male,99,3081,Mathematics,2017,April,,Arxiv
Ming,male,77,2692,Mathematics,2017,April,,Arxiv
Alexander,male,99,56237,Mathematics,2017,April,,Arxiv
Zhonghua,male,82,38,Mathematics,2017,April,,Arxiv
Xijun,male,100,10,Mathematics,2017,April,,Arxiv
,,,,Mathematics,2017,April,,Arxiv
Weicai,male,100,7,Mathematics,2017,April,,Arxiv
Erik,male,96,31753,Mathematics,2017,April,,Arxiv
Dang,male,71,1588,Mathematics,2017,April,,Arxiv
Harpreet,male,74,1927,Mathematics,2017,April,,Arxiv
Nicolas,male,99,79977,Mathematics,2017,April,,Arxiv
Jing,female,75,2534,Mathematics,2017,April,,Arxiv
Qasem,male,97,299,Mathematics,2017,April,,Arxiv
Graeme,male,99,2898,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Marek,male,99,46276,Mathematics,2017,April,,Arxiv
Fabio,male,99,72039,Mathematics,2017,April,,Arxiv
Burcu,female,97,12426,Mathematics,2017,April,,Arxiv
Luciano,male,99,25737,Mathematics,2017,April,,Arxiv
Jinkyu,male,100,41,Mathematics,2017,April,,Arxiv
J.,male,82,2236,Mathematics,2017,April,,Arxiv
Harbir,male,100,39,Mathematics,2017,April,,Arxiv
Ehab,male,99,4669,Mathematics,2017,April,,Arxiv
Sushma,female,98,1493,Mathematics,2017,April,,Arxiv
Gil,male,91,6454,Mathematics,2017,April,,Arxiv
Amir,male,98,33635,Mathematics,2017,April,,Arxiv
Kathrin,female,98,3502,Mathematics,2017,April,,Arxiv
Mark,male,100,48064,Mathematics,2017,April,,Arxiv
A.,male,71,2092,Mathematics,2017,April,,Arxiv
T.,male,69,788,Mathematics,2017,April,,Arxiv
Christian,male,100,48300,Mathematics,2017,April,,Arxiv
Muhammed,male,97,16396,Mathematics,2017,April,,Arxiv
Eric,male,99,121922,Mathematics,2017,April,,Arxiv
Xiaojun,male,76,113,Mathematics,2017,April,,Arxiv
Attila,male,99,14128,Mathematics,2017,April,,Arxiv
Iman,male,58,7265,Mathematics,2017,April,,Arxiv
Badreddine,male,99,686,Mathematics,2017,April,,Arxiv
Yansha,unknown,50,4,Mathematics,2017,April,,Arxiv
Henrik,male,99,7063,Mathematics,2017,April,,Arxiv
Thilo,male,96,520,Mathematics,2017,April,,Arxiv
Ashkan,male,99,2048,Mathematics,2017,April,,Arxiv
Trong,male,96,549,Mathematics,2017,April,,Arxiv
Asaf,male,98,727,Mathematics,2017,April,,Arxiv
Adel,male,95,22383,Mathematics,2017,April,,Arxiv
Shaohui,male,78,9,Mathematics,2017,April,,Arxiv
Szilárd,male,99,679,Mathematics,2017,April,,Arxiv
Hugo,male,99,35618,Mathematics,2017,April,,Arxiv
Yifeng,male,95,78,Mathematics,2017,April,,Arxiv
Lance,male,99,5051,Mathematics,2017,April,,Arxiv
Yu-Wei,male,81,27,Mathematics,2017,April,,Arxiv
Olesia,female,98,296,Mathematics,2017,April,,Arxiv
Austin,male,98,13103,Mathematics,2017,April,,Arxiv
Michele,male,72,60021,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Li-An,female,80,5,Mathematics,2017,April,,Arxiv
Andrew,male,99,82448,Mathematics,2017,April,,Arxiv
Vladimir,male,99,21639,Mathematics,2017,April,,Arxiv
Jan,male,92,104026,Mathematics,2017,April,,Arxiv
Eman,female,79,3792,Mathematics,2017,April,,Arxiv
Hesameddin,male,88,8,Mathematics,2017,April,,Arxiv
Alexandru,male,99,5316,Mathematics,2017,April,,Arxiv
Dan,male,97,61524,Mathematics,2017,April,,Arxiv
Jean,male,89,84089,Mathematics,2017,April,,Arxiv
Hyun-Jung,female,94,16,Mathematics,2017,April,,Arxiv
Chokri,male,96,1252,Mathematics,2017,April,,Arxiv
Mikhail,male,100,4873,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Lucas,male,99,50557,Mathematics,2017,April,,Arxiv
Chanki,male,100,25,Mathematics,2017,April,,Arxiv
Mario,male,99,112267,Mathematics,2017,April,,Arxiv
Hiroyuki,male,100,1050,Mathematics,2017,April,,Arxiv
Yu-Chih,male,67,9,Mathematics,2017,April,,Arxiv
Rufei,male,80,5,Mathematics,2017,April,,Arxiv
Abigail,female,98,7631,Mathematics,2017,April,,Arxiv
Ye,male,75,1057,Mathematics,2017,April,,Arxiv
Chunyin,male,85,13,Mathematics,2017,April,,Arxiv
Daniel,male,99,257742,Mathematics,2017,April,,Arxiv
Kohei,male,100,401,Mathematics,2017,April,,Arxiv
H.,male,73,623,Mathematics,2017,April,,Arxiv
H.,male,73,623,Mathematics,2017,April,,Arxiv
Sami,male,93,42878,Mathematics,2017,April,,Arxiv
Daniel,male,99,257742,Mathematics,2017,April,,Arxiv
Stefan,male,98,50890,Mathematics,2017,April,,Arxiv
Zeljko,male,99,2162,Mathematics,2017,April,,Arxiv
Valeriy,male,99,1016,Mathematics,2017,April,,Arxiv
Daoyin,female,67,3,Mathematics,2017,April,,Arxiv
Roya,female,94,1322,Mathematics,2017,April,,Arxiv
Huah,male,75,4,Mathematics,2017,April,,Arxiv
Chiara,female,99,25764,Mathematics,2017,April,,Arxiv
Diarmuid,male,98,146,Mathematics,2017,April,,Arxiv
Yong-Xia,male,77,2784,Mathematics,2017,April,,Arxiv
Ferdinando,male,99,2364,Mathematics,2017,April,,Arxiv
Julien,male,98,72530,Mathematics,2017,April,,Arxiv
Jiayu,female,65,49,Mathematics,2017,April,,Arxiv
Clemens,male,99,1082,Mathematics,2017,April,,Arxiv
Nicholas,male,100,21206,Mathematics,2017,April,,Arxiv
Bertrand,male,96,9700,Mathematics,2017,April,,Arxiv
Vladimir,male,99,21639,Mathematics,2017,April,,Arxiv
Jun,male,88,6829,Mathematics,2017,April,,Arxiv
Murray,male,97,1276,Mathematics,2017,April,,Arxiv
Giancarlo,male,99,9976,Mathematics,2017,April,,Arxiv
Anna,female,98,184558,Mathematics,2017,April,,Arxiv
Attila,male,99,14128,Mathematics,2017,April,,Arxiv
Kristóf,male,98,451,Mathematics,2017,April,,Arxiv
Hannu,male,99,716,Mathematics,2017,April,,Arxiv
Attila,male,99,14128,Mathematics,2017,April,,Arxiv
Jon,male,99,32478,Mathematics,2017,April,,Arxiv
Sergei,male,99,4212,Mathematics,2017,April,,Arxiv
Taekyun,male,100,21,Mathematics,2017,April,,Arxiv
Robert,male,99,145540,Mathematics,2017,April,,Arxiv
Hajime,male,98,359,Mathematics,2017,April,,Arxiv
P.,male,71,747,Mathematics,2017,April,,Arxiv
Mihyun,female,100,44,Mathematics,2017,April,,Arxiv
Laurent,male,97,55808,Mathematics,2017,April,,Arxiv
Primož,male,100,278,Mathematics,2017,April,,Arxiv
Feng,male,81,1386,Mathematics,2017,April,,Arxiv
Ismail,male,97,64084,Mathematics,2017,April,,Arxiv
Florian,male,99,31950,Mathematics,2017,April,,Arxiv
Eduard,male,99,6833,Mathematics,2017,April,,Arxiv
Qiyu,male,80,10,Mathematics,2017,April,,Arxiv
Alexey,male,100,7132,Mathematics,2017,April,,Arxiv
Robert,male,99,145540,Mathematics,2017,April,,Arxiv
Emil,male,97,11768,Mathematics,2017,April,,Arxiv
Monika,female,98,76817,Mathematics,2017,April,,Arxiv
Ido,male,92,794,Mathematics,2017,April,,Arxiv
Samer,male,97,7806,Mathematics,2017,April,,Arxiv
Phan,male,65,2166,Mathematics,2017,April,,Arxiv
Volodymyr,male,100,888,Mathematics,2017,April,,Arxiv
Wahei,male,75,4,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Alexandru,male,99,5316,Mathematics,2017,April,,Arxiv
József,male,99,7799,Mathematics,2017,April,,Arxiv
Igor,male,99,31134,Mathematics,2017,April,,Arxiv
Omer,male,97,10038,Mathematics,2017,April,,Arxiv
Rinat,male,87,642,Mathematics,2017,April,,Arxiv
Diogo,male,99,11653,Mathematics,2017,April,,Arxiv
Nets,female,61,18,Mathematics,2017,April,,Arxiv
Ismail,male,97,64084,Mathematics,2017,April,,Arxiv
Yunhyung,male,100,3,Mathematics,2017,April,,Arxiv
David,male,99,381770,Mathematics,2017,April,,Arxiv
Matthias,male,100,17148,Mathematics,2017,April,,Arxiv
Ararat,male,92,143,Mathematics,2017,April,,Arxiv
Zhiqiang,male,100,105,Mathematics,2017,April,,Arxiv
Markus,male,99,30782,Mathematics,2017,April,,Arxiv
El,male,87,13218,Mathematics,2017,April,,Arxiv
Gábor,male,99,11799,Mathematics,2017,April,,Arxiv
Assia,female,98,3463,Mathematics,2017,April,,Arxiv
Lukas,male,99,22120,Mathematics,2017,April,,Arxiv
Graeme,male,99,2898,Mathematics,2017,April,,Arxiv
Gian,male,97,4145,Mathematics,2017,April,,Arxiv
Cyril,male,98,21612,Mathematics,2017,April,,Arxiv
Tunçar,male,75,4,Mathematics,2017,April,,Arxiv
John,male,99,219085,Mathematics,2017,April,,Arxiv
Fabio,male,99,72039,Mathematics,2017,April,,Arxiv
Michèle,female,98,4347,Mathematics,2017,April,,Arxiv
A.,male,71,2092,Mathematics,2017,April,,Arxiv
Óscar,male,99,1203,Mathematics,2017,April,,Arxiv
