Name,Sex,Accuracy,Samples,Topic,Year,Month,Covid,Server
Lingjie,male,58,12,COVID,2020,April,C,Medrxiv
Nazrul,male,99,630,COVID,2020,April,C,Medrxiv
Yutaka,male,99,480,COVID,2020,April,C,Medrxiv
Ines,female,98,17120,COVID,2020,April,C,Medrxiv
Jungsik,male,100,23,COVID,2020,April,C,Medrxiv
Muammer,male,96,4763,COVID,2020,April,C,Medrxiv
Amirhoshang,male,75,4,COVID,2020,April,C,Medrxiv
Wladimir,male,99,1071,COVID,2020,April,C,Medrxiv
Andreas,male,99,44818,COVID,2020,April,C,Medrxiv
Xiaoling,female,84,76,COVID,2020,April,C,Medrxiv
Mengyuan,female,70,20,COVID,2020,April,C,Medrxiv
Dejen,male,98,40,COVID,2020,April,C,Medrxiv
Antonio,male,99,180825,COVID,2020,April,C,Medrxiv
Wei,male,73,4003,COVID,2020,April,C,Medrxiv
Neaz,male,93,45,COVID,2020,April,C,Medrxiv
Eric,male,99,121922,COVID,2020,April,C,Medrxiv
Victor,male,99,78043,COVID,2020,April,C,Medrxiv
Michele,male,72,60021,COVID,2020,April,C,Medrxiv
Xuehai,male,71,7,COVID,2020,April,C,Medrxiv
Jianghu,male,100,7,COVID,2020,April,C,Medrxiv
Zhaowei,male,90,20,COVID,2020,April,C,Medrxiv
Reza,male,97,17936,COVID,2020,April,C,Medrxiv
Claudio,male,99,46478,COVID,2020,April,C,Medrxiv
Giuseppe,male,99,72416,COVID,2020,April,C,Medrxiv
Md,male,97,11102,COVID,2020,April,C,Medrxiv
David,male,99,381770,COVID,2020,April,C,Medrxiv
Balram,male,99,570,COVID,2020,April,C,Medrxiv
Samuel,male,99,59149,COVID,2020,April,C,Medrxiv
Andrew,male,99,82448,COVID,2020,April,C,Medrxiv
Qiao,female,51,144,COVID,2020,April,C,Medrxiv
Chirag,male,100,4655,COVID,2020,April,C,Medrxiv
Se,male,76,906,COVID,2020,April,C,Medrxiv
Amit,male,99,37747,COVID,2020,April,C,Medrxiv
Anastasia,female,98,12209,COVID,2020,April,C,Medrxiv
Pai,male,65,526,COVID,2020,April,C,Medrxiv
Haluk,male,97,3868,COVID,2020,April,C,Medrxiv
Rajesh,male,100,25751,COVID,2020,April,C,Medrxiv
Simona,female,98,30359,COVID,2020,April,C,Medrxiv
Ari,male,85,16006,COVID,2020,April,C,Medrxiv
Bruce,male,99,14681,COVID,2020,April,C,Medrxiv
Zhanwei,male,100,3,COVID,2020,April,C,Medrxiv
Marc,male,99,77461,COVID,2020,April,C,Medrxiv
Mihir,male,100,1561,COVID,2020,April,C,Medrxiv
Daniel,male,99,257742,COVID,2020,April,C,Medrxiv
David,male,99,381770,COVID,2020,April,C,Medrxiv
Casey,male,58,8670,COVID,2020,April,C,Medrxiv
Shing,male,76,181,COVID,2020,April,C,Medrxiv
Sina,male,63,5878,COVID,2020,April,C,Medrxiv
Andre,male,97,49457,COVID,2020,April,C,Medrxiv
Xiaolin,female,54,103,COVID,2020,April,C,Medrxiv
Xiufeng,male,63,16,COVID,2020,April,C,Medrxiv
Hiroshi,male,99,1730,COVID,2020,April,C,Medrxiv
Nicolas,male,99,79977,COVID,2020,April,C,Medrxiv
Yukun,male,81,37,COVID,2020,April,C,Medrxiv
Ishan,male,99,2041,COVID,2020,April,C,Medrxiv
Archana,female,98,3542,COVID,2020,April,C,Medrxiv
Anuradha,female,86,1570,COVID,2020,April,C,Medrxiv
Edward,male,99,24073,COVID,2020,April,C,Medrxiv
Sina,male,63,5878,COVID,2020,April,C,Medrxiv
Shing,male,76,181,COVID,2020,April,C,Medrxiv
Katalin,female,98,6509,COVID,2020,April,C,Medrxiv
Zindoga,male,75,4,COVID,2020,April,C,Medrxiv
Xuan,female,52,1633,COVID,2020,April,C,Medrxiv
Amine,male,97,40747,COVID,2020,April,C,Medrxiv
Kevin,male,99,140160,COVID,2020,April,C,Medrxiv
Elnara,female,96,225,COVID,2020,April,C,Medrxiv
Kenji,male,98,1939,COVID,2020,April,C,Medrxiv
Po,male,69,823,COVID,2020,April,C,Medrxiv
Aditi,female,98,2909,COVID,2020,April,C,Medrxiv
Zhiqi,male,56,9,COVID,2020,April,C,Medrxiv
Kate,female,98,27239,COVID,2020,April,C,Medrxiv
Laure,female,97,12149,COVID,2020,April,C,Medrxiv
Dominik,male,98,21763,COVID,2020,April,C,Medrxiv
Anita,female,98,40133,COVID,2020,April,C,Medrxiv
Rodolfo,male,100,14519,COVID,2020,April,C,Medrxiv
Tanujit,male,100,9,COVID,2020,April,C,Medrxiv
Peter,male,99,146529,COVID,2020,April,C,Medrxiv
Peiliang,male,75,4,COVID,2020,April,C,Medrxiv
Patricio,male,99,5027,COVID,2020,April,C,Medrxiv
Mohamed,male,98,173033,COVID,2020,April,C,Medrxiv
Sri,female,58,8796,COVID,2020,April,C,Medrxiv
Kali,female,88,8690,COVID,2020,April,C,Medrxiv
Pavan,male,99,5887,COVID,2020,April,C,Medrxiv
Suyan,female,71,51,COVID,2020,April,C,Medrxiv
Shovonlal,male,75,4,COVID,2020,April,C,Medrxiv
Md.,male,99,1890,COVID,2020,April,C,Medrxiv
Huaiyu,male,83,6,COVID,2020,April,C,Medrxiv
Songshan,male,100,7,COVID,2020,April,C,Medrxiv
Yue-Qiang,male,61,1545,COVID,2020,April,C,Medrxiv
Ebrahim,male,98,3113,COVID,2020,April,C,Medrxiv
Mohammad,male,99,47588,COVID,2020,April,C,Medrxiv
Thu,female,83,4238,COVID,2020,April,C,Medrxiv
Zhenzhen,female,93,57,COVID,2020,April,C,Medrxiv
Asmaa,female,98,4935,COVID,2020,April,C,Medrxiv
Qinxia,female,75,4,COVID,2020,April,C,Medrxiv
Sushma,female,98,1493,COVID,2020,April,C,Medrxiv
Jens,male,99,13599,COVID,2020,April,C,Medrxiv
Dileepa,male,93,122,COVID,2020,April,C,Medrxiv
Jose,male,97,148383,COVID,2020,April,C,Medrxiv
Bishwajit,male,100,139,COVID,2020,April,C,Medrxiv
Kunihiro,male,100,59,COVID,2020,April,C,Medrxiv
Cheng,male,73,1902,COVID,2020,April,C,Medrxiv
Jeremy,male,99,45294,COVID,2020,April,C,Medrxiv
Faiza,female,97,2617,COVID,2020,April,C,Medrxiv
Helena,female,99,30771,COVID,2020,April,C,Medrxiv
Martin,male,98,139211,COVID,2020,April,C,Medrxiv
Alberto,male,99,73988,COVID,2020,April,C,Medrxiv
Guorong,male,100,12,COVID,2020,April,C,Medrxiv
Ying,female,89,3288,COVID,2020,April,C,Medrxiv
Lorenzo,male,99,33616,COVID,2020,April,C,Medrxiv
Zijun,male,60,35,COVID,2020,April,C,Medrxiv
Sergey,male,100,16316,COVID,2020,April,C,Medrxiv
Bo,male,85,5389,COVID,2020,April,C,Medrxiv
Benjamin,male,99,50718,COVID,2020,April,C,Medrxiv
Masao,male,99,221,COVID,2020,April,C,Medrxiv
Paul,male,99,140849,COVID,2020,April,C,Medrxiv
Micaela,female,99,6851,COVID,2020,April,C,Medrxiv
Zhanwei,male,100,3,COVID,2020,April,C,Medrxiv
Rahi,male,73,298,COVID,2020,April,C,Medrxiv
Robert,male,99,145540,COVID,2020,April,C,Medrxiv
Shin-Ichiro,male,100,12,COVID,2020,April,C,Medrxiv
Carlos,male,99,174998,COVID,2020,April,C,Medrxiv
Souvik,male,100,1116,COVID,2020,April,C,Medrxiv
Paul,male,99,140849,COVID,2020,April,C,Medrxiv
Benjamin,male,99,50718,COVID,2020,April,C,Medrxiv
Zijun,male,60,35,COVID,2020,April,C,Medrxiv
Sergey,male,100,16316,COVID,2020,April,C,Medrxiv
Mohd,male,99,14761,COVID,2020,April,C,Medrxiv
Francisco,male,99,62346,COVID,2020,April,C,Medrxiv
Craig,male,100,24286,COVID,2020,April,C,Medrxiv
Chong,male,72,1140,COVID,2020,April,C,Medrxiv
Jude,male,97,23107,COVID,2020,April,C,Medrxiv
Richard,male,99,97659,COVID,2020,April,C,Medrxiv
Mohammad,male,99,47588,COVID,2020,April,C,Medrxiv
Wei,male,73,4003,COVID,2020,April,C,Medrxiv
Haipeng,male,93,29,COVID,2020,April,C,Medrxiv
Kamalini,female,100,27,COVID,2020,April,C,Medrxiv
Laura,female,98,163073,COVID,2020,April,C,Medrxiv
Axel,male,98,15264,COVID,2020,April,C,Medrxiv
Jacob,male,99,25605,COVID,2020,April,C,Medrxiv
Fatemeh,female,97,1852,COVID,2020,April,C,Medrxiv
Shi,male,55,979,COVID,2020,April,C,Medrxiv
Vasantha,female,54,296,COVID,2020,April,C,Medrxiv
Gary,male,99,34244,COVID,2020,April,C,Medrxiv
Chanaka,male,100,371,COVID,2020,April,C,Medrxiv
Alexander,male,99,56237,COVID,2020,April,C,Medrxiv
Luis,male,99,120090,COVID,2020,April,C,Medrxiv
Zhenguo,male,100,11,COVID,2020,April,C,Medrxiv
Amna,female,97,1558,COVID,2020,April,C,Medrxiv
Jane,female,97,30423,COVID,2020,April,C,Medrxiv
Abhijit,male,100,3960,COVID,2020,April,C,Medrxiv
Emanuele,male,97,17607,COVID,2020,April,C,Medrxiv
Tom,male,99,87429,COVID,2020,April,C,Medrxiv
Nicholas,male,100,21206,COVID,2020,April,C,Medrxiv
Md.,male,99,1890,COVID,2020,April,C,Medrxiv
Eli,female,60,13435,COVID,2020,April,C,Medrxiv
Ting,female,68,1693,COVID,2020,April,C,Medrxiv
Wanglong,male,100,9,COVID,2020,April,C,Medrxiv
Hongzhe,male,100,19,COVID,2020,April,C,Medrxiv
Naomie,female,98,857,COVID,2020,April,C,Medrxiv
Xiaofan,male,72,36,COVID,2020,April,C,Medrxiv
Sara,female,98,153041,COVID,2020,April,C,Medrxiv
Shuo,male,75,239,COVID,2020,April,C,Medrxiv
Christian,male,100,48300,COVID,2020,April,C,Medrxiv
Aidalina,female,75,4,COVID,2020,April,C,Medrxiv
Paulo,male,99,57206,COVID,2020,April,C,Medrxiv
Mohammad,male,99,47588,COVID,2020,April,C,Medrxiv
Haoyi,male,73,11,COVID,2020,April,C,Medrxiv
Giovani,male,99,6301,COVID,2020,April,C,Medrxiv
Cristina,female,98,70974,COVID,2020,April,C,Medrxiv
Mary,female,98,76726,COVID,2020,April,C,Medrxiv
Zelong,male,100,7,COVID,2020,April,C,Medrxiv
Jenna,female,98,7867,COVID,2020,April,C,Medrxiv
Pongkaew,female,75,4,COVID,2020,April,C,Medrxiv
Michael,male,99,211741,COVID,2020,April,C,Medrxiv
Hongjun,male,98,48,COVID,2020,April,C,Medrxiv
Xiaobo,male,92,85,COVID,2020,April,C,Medrxiv
Anatoly,male,100,987,COVID,2020,April,C,Medrxiv
Huipeng,unknown,50,4,COVID,2020,April,C,Medrxiv
Sean,male,99,37072,COVID,2020,April,C,Medrxiv
David,male,99,381770,COVID,2020,April,C,Medrxiv
Glenn,male,98,9914,COVID,2020,April,C,Medrxiv
Azin,female,86,340,COVID,2020,April,C,Medrxiv
Shahin,male,92,2698,COVID,2020,April,C,Medrxiv
Jack,male,97,59917,COVID,2020,April,C,Medrxiv
Ricardo,male,99,70541,COVID,2020,April,C,Medrxiv
Kashif,male,99,4645,COVID,2020,April,C,Medrxiv
Andrew,male,99,82448,COVID,2020,April,C,Medrxiv
Amyn,male,95,107,COVID,2020,April,C,Medrxiv
Romney,male,76,51,COVID,2020,April,C,Medrxiv
Daniel,male,99,257742,COVID,2020,April,C,Medrxiv
Akshay,male,100,11824,COVID,2020,April,C,Medrxiv
Kosmas,male,98,257,COVID,2020,April,C,Medrxiv
Pejman,male,99,611,COVID,2020,April,C,Medrxiv
Romney,male,76,51,COVID,2020,April,C,Medrxiv
Dankmar,male,100,9,COVID,2020,April,C,Medrxiv
Mahendra,male,100,4735,COVID,2020,April,C,Medrxiv
Chen,male,63,5576,COVID,2020,April,C,Medrxiv
Jack,male,97,59917,COVID,2020,April,C,Medrxiv
Andrew,male,99,82448,COVID,2020,April,C,Medrxiv
Ricardo,male,99,70541,COVID,2020,April,C,Medrxiv
Karunia,female,69,54,COVID,2020,April,C,Medrxiv
Adrian,male,98,56140,COVID,2020,April,C,Medrxiv
Konstans,female,100,7,COVID,2020,April,C,Medrxiv
Omer,male,97,10038,COVID,2020,April,C,Medrxiv
Amirhoshang,male,75,4,COVID,2020,April,C,Medrxiv
Viktor,male,98,14163,COVID,2020,April,C,Medrxiv
Daniel,male,99,257742,COVID,2020,April,C,Medrxiv
Kosmas,male,98,257,COVID,2020,April,C,Medrxiv
Akshay,male,100,11824,COVID,2020,April,C,Medrxiv
Jane,female,97,30423,COVID,2020,April,C,Medrxiv
Luca,male,98,88492,COVID,2020,April,C,Medrxiv
Dhurgham,male,100,16,COVID,2020,April,C,Medrxiv
Haiyan,female,92,186,COVID,2020,April,C,Medrxiv
Tobias,male,100,17675,COVID,2020,April,C,Medrxiv
Giuseppe,male,99,72416,COVID,2020,April,C,Medrxiv
Hsiang-Yu,male,75,4,COVID,2020,April,C,Medrxiv
Sang,male,88,2448,COVID,2020,April,C,Medrxiv
Janik,male,82,354,COVID,2020,April,C,Medrxiv
Davide,male,99,46537,COVID,2020,April,C,Medrxiv
Peter,male,99,146529,COVID,2020,April,C,Medrxiv
Guenter,male,100,491,COVID,2020,April,C,Medrxiv
Freya,female,98,803,COVID,2020,April,C,Medrxiv
Wolfgang,male,99,10782,COVID,2020,April,C,Medrxiv
John,male,99,219085,COVID,2020,April,C,Medrxiv
Mary,female,98,76726,COVID,2020,April,C,Medrxiv
Cosimo,male,99,4518,COVID,2020,April,C,Medrxiv
Rajan,male,99,4059,COVID,2020,April,C,Medrxiv
Colin,male,99,15399,COVID,2020,April,C,Medrxiv
Jasper,male,99,6699,COVID,2020,April,C,Medrxiv
Jakob,male,100,7341,COVID,2020,April,C,Medrxiv
Farai,male,92,462,COVID,2020,April,C,Medrxiv
Lionel,male,99,18136,COVID,2020,April,C,Medrxiv
Lia,female,98,11458,COVID,2020,April,C,Medrxiv
Konstantin,male,99,5001,COVID,2020,April,C,Medrxiv
Yubo,male,94,34,COVID,2020,April,C,Medrxiv
Mathias,male,99,14455,COVID,2020,April,C,Medrxiv
Eric,male,99,121922,COVID,2020,April,C,Medrxiv
Lionel,male,99,18136,COVID,2020,April,C,Medrxiv
Behzad,male,99,2153,COVID,2020,April,C,Medrxiv
Sukhyun,male,100,17,COVID,2020,April,C,Medrxiv
Xiang,male,77,750,COVID,2020,April,C,Medrxiv
Mahan,male,89,505,COVID,2020,April,C,Medrxiv
Saleh,male,98,7654,COVID,2020,April,C,Medrxiv
Gabriel,male,99,59297,COVID,2020,April,C,Medrxiv
Saket,male,100,1065,COVID,2020,April,C,Medrxiv
Abir,female,73,2306,COVID,2020,April,C,Medrxiv
Jiangpeng,male,100,3,COVID,2020,April,C,Medrxiv
Yu,male,63,3415,COVID,2020,April,C,Medrxiv
Angel,male,100,27062,COVID,2020,April,C,Medrxiv
Asghar,male,99,1067,COVID,2020,April,C,Medrxiv
Spencer,male,97,5490,COVID,2020,April,C,Medrxiv
Puvvada,male,93,14,COVID,2020,April,C,Medrxiv
Hooman,male,99,1206,COVID,2020,April,C,Medrxiv
Manu,male,85,38837,COVID,2020,April,C,Medrxiv
Wei,male,73,4003,COVID,2020,April,C,Medrxiv
Ran,male,65,1586,COVID,2020,April,C,Medrxiv
Noam,male,90,772,COVID,2020,April,C,Medrxiv
J.,male,82,2236,COVID,2020,April,C,Medrxiv
Danillo,male,100,418,COVID,2020,April,C,Medrxiv
Ci,female,56,341,COVID,2020,April,C,Medrxiv
Jasmine,female,98,13433,COVID,2020,April,C,Medrxiv
Jerome,male,99,35619,COVID,2020,April,C,Medrxiv
David,male,99,381770,COVID,2020,April,C,Medrxiv
Michael,male,99,211741,COVID,2020,April,C,Medrxiv
Xuan,female,52,1633,COVID,2020,April,C,Medrxiv
Meng,male,61,1052,COVID,2020,April,C,Medrxiv
Katsumi,male,81,185,COVID,2020,April,C,Medrxiv
Carlos,male,99,174998,COVID,2020,April,C,Medrxiv
Zonglin,male,75,4,COVID,2020,April,C,Medrxiv
Li,female,53,4165,COVID,2020,April,C,Medrxiv
Hamidreza,male,99,1520,COVID,2020,April,C,Medrxiv
Atina,female,94,188,COVID,2020,April,C,Medrxiv
Christian,male,100,48300,COVID,2020,April,C,Medrxiv
Robert,male,99,145540,COVID,2020,April,C,Medrxiv
Alexander,male,99,56237,COVID,2020,April,C,Medrxiv
Raj,male,98,24649,COVID,2020,April,C,Medrxiv
Antonio,male,99,180825,COVID,2020,April,C,Medrxiv
Pengcheng,male,100,35,COVID,2020,April,C,Medrxiv
Andrei,male,98,12349,COVID,2020,April,C,Medrxiv
Cassidy,female,79,1422,COVID,2020,April,C,Medrxiv
Patrick,male,99,118290,COVID,2020,April,C,Medrxiv
Semu,male,84,25,COVID,2020,April,C,Medrxiv
Tharindu,male,99,767,COVID,2020,April,C,Medrxiv
Lin,female,58,6456,COVID,2020,April,C,Medrxiv
Slav,male,98,222,COVID,2020,April,C,Medrxiv
Wolfgang,male,99,10782,COVID,2020,April,C,Medrxiv
Taha,male,97,7855,COVID,2020,April,C,Medrxiv
Matteo,male,99,45472,COVID,2020,April,C,Medrxiv
Zander,male,100,12853,COVID,2020,April,C,Medrxiv
Harris,male,97,2088,COVID,2020,April,C,Medrxiv
Shelby,female,90,4148,COVID,2020,April,C,Medrxiv
Reinhard,male,99,1973,COVID,2020,April,C,Medrxiv
Amir,male,98,33635,COVID,2020,April,C,Medrxiv
Junko,female,94,385,COVID,2020,April,C,Medrxiv
Renato,male,99,18510,COVID,2020,April,C,Medrxiv
Mark,male,100,48064,COVID,2020,April,C,Medrxiv
Igor,male,99,31134,COVID,2020,April,C,Medrxiv
Svetoslav,male,99,293,COVID,2020,April,C,Medrxiv
Walter,male,97,26732,COVID,2020,April,C,Medrxiv
Meher,male,85,860,COVID,2020,April,C,Medrxiv
Koen,male,100,6135,COVID,2020,April,C,Medrxiv
Jean-Pierre,male,99,9874,COVID,2020,April,C,Medrxiv
Nicola,male,81,36692,COVID,2020,April,C,Medrxiv
Aditi,female,98,2909,COVID,2020,April,C,Medrxiv
Bo,male,85,5389,COVID,2020,April,C,Medrxiv
Andrew,male,99,82448,COVID,2020,April,C,Medrxiv
Xiao,male,53,1772,COVID,2020,April,C,Medrxiv
Evariste,male,97,727,COVID,2020,April,C,Medrxiv
Cesar,male,99,24208,COVID,2020,April,C,Medrxiv
Micha,male,79,4409,COVID,2020,April,C,Medrxiv
Michael,male,99,211741,COVID,2020,April,C,Medrxiv
Elisa,female,98,32786,COVID,2020,April,C,Medrxiv
Fabiana,female,98,11002,COVID,2020,April,C,Medrxiv
Christopher,male,99,55041,COVID,2020,April,C,Medrxiv
Annemarie,female,98,2211,COVID,2020,April,C,Medrxiv
Richard,male,99,97659,COVID,2020,April,C,Medrxiv
Sanjay,male,99,20065,COVID,2020,April,C,Medrxiv
Jie,male,61,1651,COVID,2020,April,C,Medrxiv
Latika,female,94,265,COVID,2020,April,C,Medrxiv
Umberto,male,99,6217,COVID,2020,April,C,Medrxiv
Johnbosco,male,99,126,COVID,2020,April,C,Medrxiv
Fu-Chang,male,73,2607,COVID,2020,April,C,Medrxiv
Conghui,female,80,5,COVID,2020,April,C,Medrxiv
Joacim,male,99,281,COVID,2020,April,C,Medrxiv
Yasser,male,98,10243,COVID,2020,April,C,Medrxiv
Sakiko,female,95,61,COVID,2020,April,C,Medrxiv
Anthony,male,99,85303,COVID,2020,April,C,Medrxiv
Zhuo,male,75,118,COVID,2020,April,C,Medrxiv
Julia,female,97,57688,COVID,2020,April,C,Medrxiv
Wei,male,73,4003,COVID,2020,April,C,Medrxiv
Guanhua,male,100,10,COVID,2020,April,C,Medrxiv
Jonatan,male,99,4358,COVID,2020,April,C,Medrxiv
Stephen,male,99,46085,COVID,2020,April,C,Medrxiv
Billy,male,97,16848,COVID,2020,April,C,Medrxiv
Easton,male,100,12367,COVID,2020,April,C,Medrxiv
George,male,99,63411,COVID,2020,April,C,Medrxiv
Nicolas,male,99,79977,COVID,2020,April,C,Medrxiv
Hao,male,84,2105,COVID,2020,April,C,Medrxiv
Patrick,male,99,118290,COVID,2020,April,C,Medrxiv
Alastair,male,99,1005,COVID,2020,April,C,Medrxiv
Jianghu,male,100,7,COVID,2020,April,C,Medrxiv
Jouni,male,100,620,COVID,2020,April,C,Medrxiv
Conor,male,100,8140,COVID,2020,April,C,Medrxiv
Uri,male,93,1154,COVID,2020,April,C,Medrxiv
Lucas,male,99,50557,COVID,2020,April,C,Medrxiv
Junyu,male,92,37,COVID,2020,April,C,Medrxiv
Rudra,male,96,821,COVID,2020,April,C,Medrxiv
Rodolfo,male,100,14519,COVID,2020,April,C,Medrxiv
Christina,female,94,36391,COVID,2020,April,C,Medrxiv
Nicola,male,81,36692,COVID,2020,April,C,Medrxiv
Matthew,male,100,51412,COVID,2020,April,C,Medrxiv
Chen,male,63,5576,COVID,2020,April,C,Medrxiv
Robert,male,99,145540,COVID,2020,April,C,Medrxiv
Reinhard,male,99,1973,COVID,2020,April,C,Medrxiv
Lizhen,female,80,30,COVID,2020,April,C,Medrxiv
Ahmad,male,98,61532,COVID,2020,April,C,Medrxiv
Pavan,male,99,5887,COVID,2020,April,C,Medrxiv
Muhammad,male,99,59995,COVID,2020,April,C,Medrxiv
Jerome,male,99,35619,COVID,2020,April,C,Medrxiv
Hui,female,52,1684,COVID,2020,April,C,Medrxiv
Xia,female,64,522,COVID,2020,April,C,Medrxiv
Rodolfo,male,100,14519,COVID,2020,April,C,Medrxiv
Nathanael,male,100,5312,COVID,2020,April,C,Medrxiv
Lev,male,97,888,COVID,2020,April,C,Medrxiv
Marissa,female,97,5194,COVID,2020,April,C,Medrxiv
Hyeontae,male,100,4,COVID,2020,April,C,Medrxiv
Solym,male,100,3,COVID,2020,April,C,Medrxiv
Avirup,male,100,93,COVID,2020,April,C,Medrxiv
Cheng,male,73,1902,COVID,2020,April,C,Medrxiv
Sylvain,male,98,23757,COVID,2020,April,C,Medrxiv
Eunha,female,92,39,COVID,2020,April,C,Medrxiv
Rosario,male,64,13557,COVID,2020,April,C,Medrxiv
Corey,male,94,7614,COVID,2020,April,C,Medrxiv
Xuelian,female,97,32,COVID,2020,April,C,Medrxiv
Muhammad,male,99,59995,COVID,2020,April,C,Medrxiv
Po,male,69,823,COVID,2020,April,C,Medrxiv
Philip,male,99,21773,COVID,2020,April,C,Medrxiv
Almigdad,male,100,5,COVID,2020,April,C,Medrxiv
Malik,male,98,18999,COVID,2020,April,C,Medrxiv
Bachir,male,97,3370,COVID,2020,April,C,Medrxiv
Abdel,male,98,18261,COVID,2020,April,C,Medrxiv
Hao,male,84,2105,COVID,2020,April,C,Medrxiv
Guosheng,male,100,10,COVID,2020,April,C,Medrxiv
Rafal,male,99,6077,COVID,2020,April,C,Medrxiv
Zihan,female,51,87,COVID,2020,April,C,Medrxiv
Ali,male,94,240857,COVID,2020,April,C,Medrxiv
Junko,female,94,385,COVID,2020,April,C,Medrxiv
Hongquan,male,93,15,COVID,2020,April,C,Medrxiv
Alex,male,92,247706,COVID,2020,April,C,Medrxiv
Charit,male,67,27,COVID,2020,April,C,Medrxiv
Liam,male,99,11210,COVID,2020,April,C,Medrxiv
Guendalina,female,99,296,COVID,2020,April,C,Medrxiv
Chuanliang,male,75,4,COVID,2020,April,C,Medrxiv
Samuel,male,99,59149,COVID,2020,April,C,Medrxiv
Tomoaki,male,100,186,COVID,2020,April,C,Medrxiv
Tevfik,male,96,2092,COVID,2020,April,C,Medrxiv
Michael,male,99,211741,COVID,2020,April,C,Medrxiv
Vena,male,52,302,COVID,2020,April,C,Medrxiv
Emanuele,male,97,17607,COVID,2020,April,C,Medrxiv
Victor,male,99,78043,COVID,2020,April,C,Medrxiv
Jianfeng,male,97,95,COVID,2020,April,C,Medrxiv
Jane,female,97,30423,COVID,2020,April,C,Medrxiv
Puyu,male,90,10,COVID,2020,April,C,Medrxiv
Martin,male,98,139211,COVID,2020,April,C,Medrxiv
Leonardo,male,99,35570,COVID,2020,April,C,Medrxiv
Mohammad,male,99,47588,COVID,2020,April,C,Medrxiv
George,male,99,63411,COVID,2020,April,C,Medrxiv
Rahul,male,100,44776,COVID,2020,April,C,Medrxiv
Xiu,female,71,147,COVID,2020,April,C,Medrxiv
Murray,male,97,1276,COVID,2020,April,C,Medrxiv
Isabella,female,98,11891,COVID,2020,April,C,Medrxiv
Hui,female,52,1684,COVID,2020,April,C,Medrxiv
Longxiang,male,64,11,COVID,2020,April,C,Medrxiv
Hui,female,52,1684,COVID,2020,April,C,Medrxiv
Shreya,female,97,2587,COVID,2020,April,C,Medrxiv
Shivendu,male,100,58,COVID,2020,April,C,Medrxiv
Elham,female,92,2704,COVID,2020,April,C,Medrxiv
Samit,male,99,338,COVID,2020,April,C,Medrxiv
Cosimo,male,99,4518,COVID,2020,April,C,Medrxiv
Markus,male,99,30782,COVID,2020,April,C,Medrxiv
Moritz,male,99,1782,COVID,2020,April,C,Medrxiv
Kaori,female,96,676,COVID,2020,April,C,Medrxiv
Jose,male,97,148383,COVID,2020,April,C,Medrxiv
Veronika,female,99,31200,COVID,2020,April,C,Medrxiv
Lo?c,male,99,3211,COVID,2020,April,C,Medrxiv
Rohan,male,100,13393,COVID,2020,April,C,Medrxiv
Stephen,male,99,46085,COVID,2020,April,C,Medrxiv
Julii,female,80,163,COVID,2020,April,C,Medrxiv
Adam,male,99,101742,COVID,2020,April,C,Medrxiv
Huadong,male,100,14,COVID,2020,April,C,Medrxiv
Debashree,female,97,105,COVID,2020,April,C,Medrxiv
Takuma,male,99,274,COVID,2020,April,C,Medrxiv
Ryan,male,99,64450,COVID,2020,April,C,Medrxiv
Maja,female,97,11134,COVID,2020,April,C,Medrxiv
Anatoly,male,100,987,COVID,2020,April,C,Medrxiv
Meriem,female,98,5739,COVID,2020,April,C,Medrxiv
Paul,male,99,140849,COVID,2020,April,C,Medrxiv
You,male,83,3198,COVID,2020,April,C,Medrxiv
Christian,male,100,48300,COVID,2020,April,C,Medrxiv
Rosalyn,female,98,539,COVID,2020,April,C,Medrxiv
Carlos,male,99,174998,COVID,2020,April,C,Medrxiv
Reza,male,97,17936,COVID,2020,April,C,Medrxiv
Achintya,male,99,161,COVID,2020,April,C,Medrxiv
Ally,female,100,4409,COVID,2020,April,C,Medrxiv
Arash,male,99,6956,COVID,2020,April,C,Medrxiv
George,male,99,63411,COVID,2020,April,C,Medrxiv
Qibin,male,100,9,COVID,2020,April,C,Medrxiv
Elizabeth,female,99,44677,COVID,2020,April,C,Medrxiv
Stanley,male,99,9310,COVID,2020,April,C,Medrxiv
Jonathan,male,99,84386,COVID,2020,April,C,Medrxiv
Jean,male,89,84089,COVID,2020,April,C,Medrxiv
Zheng-Meng,male,67,1934,COVID,2020,April,C,Medrxiv
Qibin,male,100,9,COVID,2020,April,C,Medrxiv
Steffen,male,99,6430,COVID,2020,April,C,Medrxiv
Yunfei,male,88,52,COVID,2020,April,C,Medrxiv
Paul,male,99,140849,COVID,2020,April,C,Medrxiv
Dennis,male,99,44146,COVID,2020,April,C,Medrxiv
Andreas,male,99,44818,COVID,2020,April,C,Medrxiv
Thomas,male,99,129177,COVID,2020,April,C,Medrxiv
Michael,male,99,211741,COVID,2020,April,C,Medrxiv
Krishna,male,90,14131,COVID,2020,April,C,Medrxiv
Omar,male,98,63048,COVID,2020,April,C,Medrxiv
Ruian,male,100,3,COVID,2020,April,C,Medrxiv
Samuel,male,99,59149,COVID,2020,April,C,Medrxiv
Menghui,unknown,50,2,COVID,2020,April,C,Medrxiv
Ting,female,68,1693,COVID,2020,April,C,Medrxiv
Hasinur,male,100,9,COVID,2020,April,C,Medrxiv
Dexter,male,100,9574,COVID,2020,April,C,Medrxiv
Nicholas,male,100,21206,COVID,2020,April,C,Medrxiv
